Код станции,Название станции,Тип станции
921804,"Утай, ВСИ ",Грузовая станция
951246,"Утени, ЗАБ ",
767505,"Утес, СВЕ ",Грузовая станция
963811,"Утиный (рзд), ДВО ",
310823,"Уткино, СЕВ ",Станция
783404,"Уткинский Завод, СВЕ ",Грузовая станция
58105,"Уторгош, ОКТ ",Грузовая станция
933750,"Утулик, ВСИ ",Станция
827000,"Утяк, ЮУР ",Грузовая станция
128702,"Утяна, ЛИТ ",Грузовая станция
792102,"Утяшево, СВЕ ",Грузовая станция
654504,"Уфа, КБШ ",Грузовая станция
654608,"Уфа (перев.), КБШ ","Перевалка на реку 
Грузовая станция"
259100,"Уфимка, ГОР ",Грузовая станция
298513,"Уфтюга, СЕВ ",Станция
372904,"Ухнов, ЛЬВ ",Грузовая станция
285602,"Ухта, СЕВ ",Грузовая станция
12633,"Ухтица, ОКТ ",
750608,"Учаджы, ТУР ",Грузовая станция
805707,"Учалы, ЮУР ",Грузовая станция
732101,"Учкудук, УЗБ ",Грузовая станция
732205,"Учкудук II, УЗБ ",
741401,"Учкурган, УЗБ ",Грузовая станция
741505,"Учкурган (эксп.), УЗБ ","Погранпереход 
Грузовая станция"
735006,"Учкызыл, УЗБ ",Грузовая станция
912311,"Учугей, ДВО ",Остановочный пункт
865549,"Учулен, ЗСИ ",Станция
885222,"Учум, КРА ",
702106,"Уш-Тобе, КЗХ ",Грузовая станция
142305,"Уша, БЕЛ ",Грузовая станция
31206,"Ушаки, ОКТ ",Грузовая станция
708808,"Ушбийк, КЗХ ",Грузовая станция
707203,"Ушбулак, КЗХ ",Грузовая станция
221225,"Ушинский, МОС ",Станция
348500,"Ушица, ЮЗА ",Грузовая станция
39316,"Ушково, ОКТ ",Станция
695203,"Ушкулын, КЗХ ",Грузовая станция
669919,"Ушкурай, КЗХ ",
917512,"Ушман, ДВО ",Станция
906556,"Ушмун (рзд), ВСИ ",
346100,"Ушомир, ЮЗА ",Грузовая станция
952906,"Ушумун, ЗАБ ",Грузовая станция
605029,"Уютная, ЮВО ",
892705,"Уяр, КРА ",Грузовая станция
187908,"Ферзиково, МОС ",Грузовая станция
761509,"Ферма, СВЕ ",Грузовая станция
712409,"Фестивальная, КЗХ ",
142377,"Фестивальный, БЕЛ ",
973601,"Филаретовка, ДВО ",Грузовая станция
181600,"Фили, МОС ","Перевалка на реку 
Грузовая станция"
182800,"Фили (перев.), МОС ","Перевалка на реку 
Грузовая станция"
893407,"Филимоново, КРА ",Грузовая станция
356507,"Удрицк (эксп.), ЛЬВ ","Погранпереход 
Грузовая станция"
381000,"Ужгород, ЛЬВ ",Грузовая станция
381104,"Ужгород (эксп. ЖСР), ЛЬВ ","Погранпереход 
Грузовая станция 
Международный экспорт"
381208,"Ужгород (эксп. ЧД), ЛЬВ ","Погранпереход 
Грузовая станция 
Международный экспорт"
246608,"Ужовка, ГОР ",Грузовая станция
256604,"Ужуиха, ГОР ",Грузовая станция
885100,"Ужур, КРА ",Грузовая станция
155305,"Уза, БЕЛ ",Грузовая станция
723827,"Узбекистан, УЗБ ",
752919,"Узбой, ТУР ",
663908,"Узень, КЗХ ",Грузовая станция
224204,"Узловая I, МОС ",Грузовая станция
224308,"Узловая II, МОС ",Грузовая станция
224401,"Узловая III, МОС ",Грузовая станция
228900,"Узуново, МОС ",Грузовая станция
753841,"Узынсув, ТУР ",Станция
670511,"Уинди (рзд), КЗХ ",
886047,"Уйбат, КРА ",Станция
803716,"Уйский, ЮУР ",
46216,"Уйта, ОКТ ",Станция
887622,"Уйтак, КРА ",
668935,"Уйтас, КЗХ ",
741308,"Уйчи, УЗБ ",Грузовая станция
921109,"Ук, ВСИ ",Грузовая станция
841116,"Укладочный, ЗСИ ",Станция
954117,"Украина, ЗАБ ",
476501,"Украинская, ПРД ",Грузовая станция
966307,"Уктур, ДВО ",Грузовая станция
780707,"Уктус, СВЕ ",Грузовая станция
948830,"Укурей, ЗАБ ",Станция
818618,"Укшук, ЮУР ",
914529,"Улагир, ДВО ",
337807,"Уладовка, ЮЗА ",Грузовая станция
913032,"Улак, ДВО ",Разъезд
709177,"Улан, КЗХ ",
935506,"Улан-Удэ, ВСИ ",Грузовая станция
936000,"Улан-Удэ (перев.), ВСИ ","Перевалка на реку 
Грузовая станция"
541804,"Улан-Холл, СКА ",Грузовая станция
906005,"Уланмакит (рзд), ВСИ ",Разъезд
694215,"Уленты, КЗХ ",Станция
65310,"Улин, ОКТ ",
669834,"Улпан, КЗХ ",
654222,"Улу-Елга, КБШ ",Станция
655865,"Улу-Теляк, КБШ ",Станция
875502,"Улу-Юл, ЗСИ ",Грузовая станция
727902,"Улугбек, УЗБ ",
883903,"Улуй, КРА ",Грузовая станция
728021,"Улус, УЗБ ",
597000,"Улусарка, ЮВО ",Грузовая станция
242607,"Улыбышево, ГОР ",Грузовая станция
713308,"Ульба-Перевалочная, КЗХ ","Перевалка на реку 
Грузовая станция"
906024,"Ульги, ВСИ ",
528636,"Ульдючины, СКА ",Станция
902907,"Улькан, ВСИ ",Грузовая станция
916435,"Ульма, ДВО ",
952130,"Ульручьи, ЗАБ ",
797708,"Ульт-Ягун, СВЕ ",Грузовая станция
950328,"Ульякан, ЗАБ ",Станция
454108,"Ульяновка, ПРД ",Грузовая станция
149130,"Ульяновка, БЕЛ ",
645401,"Ульяновск I, КБШ ",Грузовая станция
645505,"Ульяновск II, КБШ ",Грузовая станция
645609,"Ульяновск II (перев.), КБШ ","Перевалка на реку 
Грузовая станция"
645100,"Ульяновск III, КБШ ",Грузовая станция
644803,"Ульяновск-Центральный, КБШ ",Грузовая станция
913232,"Ульяновский Строитель, ДВО ",
951416,"Улягир, ЗАБ ",
951335,"Улятка, ЗАБ ",
516802,"Уманская, СКА ",Грузовая станция
448304,"Уманцевка, ЮЖН ",Грузовая станция
421208,"Умань, ОД ",Грузовая станция
902911,"Умбелла, ВСИ ",
607109,"Умет, ЮВО ",Грузовая станция
621676,"Умет-Камышенский, ПРИ ",Станция
911906,"Унаха, ДВО ",Грузовая станция
392005,"Унгень, МОЛ ",Грузовая станция
392202,"Унгень (эксп. БДЖ), МОЛ ","Погранпереход 
Грузовая станция 
Международный экспорт"
392109,"Унгень (эксп. ЧФР), МОЛ ","Погранпереход 
Грузовая станция 
Международный экспорт"
391924,"Унгешты, МОЛ ",
963101,"Унгун, ДВО ",Грузовая станция
803909,"Троицк, ЮУР ",Грузовая станция
613519,"Троицкий, ПРИ ",
286408,"Троицко-Печорск, СЕВ ",Грузовая станция
443329,"Тройчатое, ЮЖН ",
431248,"Тропа, ЮЖН ",Станция
178805,"Тросна, МОС ",Грузовая станция
408909,"Тростянец-Подольский, ОД ",Грузовая станция
810315,"Тростянка, ЮУР ",Станция
687118,"Трофимовка, КЗХ ",
620103,"Трофимовский I, ПРИ ",Грузовая станция
620207,"Трофимовский II, ПРИ ",Грузовая станция
141919,"Троцилово, БЕЛ ",
438340,"Трошино, ЮВО ",
354709,"Трояновка, ЛЬВ ",Грузовая станция
477909,"Трояны, ПРД ",Грузовая станция
517701,"Трубецкая, СКА ",Грузовая станция
610101,"Трубная, ПРИ ",Грузовая станция
204304,"Трубчевск, МОС ",
863401,"Трудармейская, ЗСИ ",Грузовая станция
494001,"Трудовая, ДОН ",Грузовая станция
133005,"Трудовая, БЕЛ ",Грузовая станция
258234,"Трун (обп), ГОР ",Обгонный пункт
833656,"Труновское, ЗСИ ",
616409,"Трусово, ПРИ ",Грузовая станция
617100,"Трусово (перев.), ПРИ ",
619407,"Трусово (эксп.), ПРИ ","Перевалка на реку и экспорт 
Грузовая станция 
Международный экс"
